id,course_id,code,description,bloom_level
co-02313,subj-0447,22AM5102.CO3,Classify compiler design concepts and techniques,Understand
co-02314,subj-0447,22AM5102.CO4,Distinguish compiler design concepts and techniques,Analyze
co-02315,subj-0447,22AM5102.CO5,Classify compiler design concepts and techniques,Understand
co-02316,subj-0448,22AM5103.CO1,Demonstrate formal languages & automata theory concepts and techniques,Apply
co-02317,subj-0448,22AM5103.CO2,Compare formal languages & automata theory concepts and techniques,Analyze
co-02318,subj-0448,22AM5103.CO3,Develop formal languages & automata theory concepts and techniques,Create
co-02319,subj-0448,22AM5103.CO4,Summarize formal languages & automata theory concepts and techniques,Understand
co-02320,subj-0448,22AM5103.CO5,Assess formal languages & automata theory concepts and techniques,Evaluate
co-02321,subj-0449,22AM5104.CO1,Solve web technologies concepts and techniques,Apply
co-02322,subj-0449,22AM5104.CO2,Implement web technologies concepts and techniques,Apply
co-02323,subj-0449,22AM5104.CO3,Interpret web technologies concepts and techniques,Understand
co-02324,subj-0449,22AM5104.CO4,Judge web technologies concepts and techniques,Evaluate
co-02325,subj-0449,22AM5104.CO5,Critique web technologies concepts and techniques,Evaluate
co-02326,subj-0449,22AM5104.CO6,Compare web technologies concepts and techniques,Analyze
co-02327,subj-0450,22AM5105.CO1,Use computer networks lab concepts and techniques,Apply
co-02328,subj-0450,22AM5105.CO2,Critique computer networks lab concepts and techniques,Evaluate
co-02329,subj-0450,22AM5105.CO3,Use computer networks lab concepts and techniques,Apply
co-02330,subj-0450,22AM5105.CO4,Solve computer networks lab concepts and techniques,Apply
co-02331,subj-0450,22AM5105.CO5,Formulate computer networks lab concepts and techniques,Create
co-02332,subj-0451,22AM5106.CO1,Develop professional elective - i concepts and techniques,Create
co-02333,subj-0451,22AM5106.CO2,Differentiate professional elective - i concepts and techniques,Analyze
co-02334,subj-0451,22AM5106.CO3,Construct professional elective - i concepts and techniques,Create
co-02335,subj-0451,22AM5106.CO4,Judge professional elective - i concepts and techniques,Evaluate
co-02336,subj-0451,22AM5106.CO5,Develop professional elective - i concepts and techniques,Create
co-02337,subj-0452,22MC5101.CO1,Distinguish constitution of india concepts and techniques,Analyze
co-02338,subj-0452,22MC5101.CO2,List constitution of india concepts and techniques,Remember
co-02339,subj-0452,22MC5101.CO3,Evaluate constitution of india concepts and techniques,Evaluate
co-02340,subj-0452,22MC5101.CO4,Explain constitution of india concepts and techniques,Understand
co-02341,subj-0452,22MC5101.CO5,Distinguish constitution of india concepts and techniques,Analyze
co-02342,subj-0452,22MC5101.CO6,Examine constitution of india concepts and techniques,Analyze
co-02343,subj-0453,22AM6101.CO1,List artificial intelligence concepts and techniques,Remember
co-02344,subj-0453,22AM6101.CO2,Differentiate artificial intelligence concepts and techniques,Analyze
co-02345,subj-0453,22AM6101.CO3,Evaluate artificial intelligence concepts and techniques,Evaluate
co-02346,subj-0453,22AM6101.CO4,Solve artificial intelligence concepts and techniques,Apply
co-02347,subj-0453,22AM6101.CO5,Critique artificial intelligence concepts and techniques,Evaluate
co-02348,subj-0453,22AM6101.CO6,Use artificial intelligence concepts and techniques,Apply
co-02349,subj-0454,22AM6102.CO1,Construct cryptography & network security concepts and techniques,Create
co-02350,subj-0454,22AM6102.CO2,Distinguish cryptography & network security concepts and techniques,Analyze
co-02351,subj-0454,22AM6102.CO3,Examine cryptography & network security concepts and techniques,Analyze
co-02352,subj-0454,22AM6102.CO4,Demonstrate cryptography & network security concepts and techniques,Apply
co-02353,subj-0454,22AM6102.CO5,Apply cryptography & network security concepts and techniques,Apply
co-02354,subj-0455,22AM6103.CO1,Formulate machine learning concepts and techniques,Create
co-02355,subj-0455,22AM6103.CO2,List machine learning concepts and techniques,Remember
co-02356,subj-0455,22AM6103.CO3,Describe machine learning concepts and techniques,Understand
co-02357,subj-0455,22AM6103.CO4,Assess machine learning concepts and techniques,Evaluate
co-02358,subj-0455,22AM6103.CO5,Evaluate machine learning concepts and techniques,Evaluate
co-02359,subj-0456,22AM6104.CO1,Examine cloud computing concepts and techniques,Analyze
co-02360,subj-0456,22AM6104.CO2,Develop cloud computing concepts and techniques,Create
co-02361,subj-0456,22AM6104.CO3,Implement cloud computing concepts and techniques,Apply
co-02362,subj-0456,22AM6104.CO4,Judge cloud computing concepts and techniques,Evaluate
co-02363,subj-0456,22AM6104.CO5,Demonstrate cloud computing concepts and techniques,Apply
co-02364,subj-0456,22AM6104.CO6,Judge cloud computing concepts and techniques,Evaluate
co-02365,subj-0457,22AM6105.CO1,Evaluate ai & ml lab concepts and techniques,Evaluate
co-02366,subj-0457,22AM6105.CO2,Compare ai & ml lab concepts and techniques,Analyze
co-02367,subj-0457,22AM6105.CO3,Apply ai & ml lab concepts and techniques,Apply
co-02368,subj-0457,22AM6105.CO4,Apply ai & ml lab concepts and techniques,Apply
co-02369,subj-0457,22AM6105.CO5,Differentiate ai & ml lab concepts and techniques,Analyze
co-02370,subj-0458,22AM6106.CO1,Construct professional elective - ii concepts and techniques,Create
co-02371,subj-0458,22AM6106.CO2,Solve professional elective - ii concepts and techniques,Apply
co-02372,subj-0458,22AM6106.CO3,Distinguish professional elective - ii concepts and techniques,Analyze
co-02373,subj-0458,22AM6106.CO4,Interpret professional elective - ii concepts and techniques,Understand
co-02374,subj-0458,22AM6106.CO5,Assess professional elective - ii concepts and techniques,Evaluate
co-02375,subj-0458,22AM6106.CO6,Solve professional elective - ii concepts and techniques,Apply
co-02376,subj-0459,22AM6107.CO1,Identify open elective - i concepts and techniques,Remember
co-02377,subj-0459,22AM6107.CO2,Summarize open elective - i concepts and techniques,Understand
co-02378,subj-0459,22AM6107.CO3,Use open elective - i concepts and techniques,Apply
co-02379,subj-0459,22AM6107.CO4,Judge open elective - i concepts and techniques,Evaluate
co-02380,subj-0459,22AM6107.CO5,Solve open elective - i concepts and techniques,Apply
co-02381,subj-0460,22AM7101.CO1,Develop big data analytics concepts and techniques,Create
co-02382,subj-0460,22AM7101.CO2,Implement big data analytics concepts and techniques,Apply
co-02383,subj-0460,22AM7101.CO3,Implement big data analytics concepts and techniques,Apply
co-02384,subj-0460,22AM7101.CO4,Formulate big data analytics concepts and techniques,Create
co-02385,subj-0460,22AM7101.CO5,Analyze big data analytics concepts and techniques,Analyze
co-02386,subj-0461,22AM7102.CO1,Recall internet of things concepts and techniques,Remember
co-02387,subj-0461,22AM7102.CO2,Assess internet of things concepts and techniques,Evaluate
co-02388,subj-0461,22AM7102.CO3,Describe internet of things concepts and techniques,Understand
co-02389,subj-0461,22AM7102.CO4,Differentiate internet of things concepts and techniques,Analyze
co-02390,subj-0461,22AM7102.CO5,Solve internet of things concepts and techniques,Apply
co-02391,subj-0461,22AM7102.CO6,Justify internet of things concepts and techniques,Evaluate
co-02392,subj-0462,22AM7103.CO1,Propose professional elective - iii concepts and techniques,Create
co-02393,subj-0462,22AM7103.CO2,State professional elective - iii concepts and techniques,Remember
co-02394,subj-0462,22AM7103.CO3,Justify professional elective - iii concepts and techniques,Evaluate
co-02395,subj-0462,22AM7103.CO4,Demonstrate professional elective - iii concepts and techniques,Apply
co-02396,subj-0462,22AM7103.CO5,Develop professional elective - iii concepts and techniques,Create
co-02397,subj-0463,22AM7104.CO1,Classify open elective - ii concepts and techniques,Understand
co-02398,subj-0463,22AM7104.CO2,Propose open elective - ii concepts and techniques,Create
co-02399,subj-0463,22AM7104.CO3,Assess open elective - ii concepts and techniques,Evaluate
co-02400,subj-0463,22AM7104.CO4,Formulate open elective - ii concepts and techniques,Create
co-02401,subj-0463,22AM7104.CO5,Critique open elective - ii concepts and techniques,Evaluate
co-02402,subj-0464,22AM7105.CO1,Formulate project - i concepts and techniques,Create
co-02403,subj-0464,22AM7105.CO2,Judge project - i concepts and techniques,Evaluate
co-02404,subj-0464,22AM7105.CO3,Examine project - i concepts and techniques,Analyze
co-02405,subj-0464,22AM7105.CO4,Differentiate project - i concepts and techniques,Analyze
co-02406,subj-0464,22AM7105.CO5,Formulate project - i concepts and techniques,Create
co-02407,subj-0465,22AM7106.CO1,Identify seminar concepts and techniques,Remember
co-02408,subj-0465,22AM7106.CO2,Solve seminar concepts and techniques,Apply
co-02409,subj-0465,22AM7106.CO3,Formulate seminar concepts and techniques,Create
co-02410,subj-0465,22AM7106.CO4,Implement seminar concepts and techniques,Apply
co-02411,subj-0465,22AM7106.CO5,Distinguish seminar concepts and techniques,Analyze
co-02412,subj-0466,22AM8101.CO1,Assess professional elective - iv concepts and techniques,Evaluate
co-02413,subj-0466,22AM8101.CO2,Compare professional elective - iv concepts and techniques,Analyze
co-02414,subj-0466,22AM8101.CO3,Design professional elective - iv concepts and techniques,Create
co-02415,subj-0466,22AM8101.CO4,Judge professional elective - iv concepts and techniques,Evaluate
co-02416,subj-0466,22AM8101.CO5,Examine professional elective - iv concepts and techniques,Analyze
co-02417,subj-0466,22AM8101.CO6,Design professional elective - iv concepts and techniques,Create
co-02418,subj-0467,22AM8102.CO1,Apply project - ii concepts and techniques,Apply
co-02419,subj-0467,22AM8102.CO2,Distinguish project - ii concepts and techniques,Analyze
co-02420,subj-0467,22AM8102.CO3,Distinguish project - ii concepts and techniques,Analyze
co-02421,subj-0467,22AM8102.CO4,Justify project - ii concepts and techniques,Evaluate
co-02422,subj-0467,22AM8102.CO5,Formulate project - ii concepts and techniques,Create
co-02423,subj-0468,22AM8103.CO1,Implement comprehensive viva concepts and techniques,Apply
co-02424,subj-0468,22AM8103.CO2,List comprehensive viva concepts and techniques,Remember
co-02425,subj-0468,22AM8103.CO3,Propose comprehensive viva concepts and techniques,Create
co-02426,subj-0468,22AM8103.CO4,Analyze comprehensive viva concepts and techniques,Analyze
co-02427,subj-0468,22AM8103.CO5,Justify comprehensive viva concepts and techniques,Evaluate
co-02428,subj-0469,22MA1101.CO1,Use linear algebra & calculus concepts and techniques,Apply
co-02429,subj-0469,22MA1101.CO2,Apply linear algebra & calculus concepts and techniques,Apply
co-02430,subj-0469,22MA1101.CO3,Summarize linear algebra & calculus concepts and techniques,Understand
co-02431,subj-0469,22MA1101.CO4,Implement linear algebra & calculus concepts and techniques,Apply
co-02432,subj-0469,22MA1101.CO5,State linear algebra & calculus concepts and techniques,Remember
co-02433,subj-0469,22MA1101.CO6,Identify linear algebra & calculus concepts and techniques,Remember
co-02434,subj-0470,22PH1101.CO1,Describe applied physics concepts and techniques,Understand
co-02435,subj-0470,22PH1101.CO2,Solve applied physics concepts and techniques,Apply
co-02436,subj-0470,22PH1101.CO3,Demonstrate applied physics concepts and techniques,Apply
co-02437,subj-0470,22PH1101.CO4,Recall applied physics concepts and techniques,Remember
co-02438,subj-0470,22PH1101.CO5,Describe applied physics concepts and techniques,Understand
co-02439,subj-0470,22PH1101.CO6,Explain applied physics concepts and techniques,Understand
co-02440,subj-0471,22CS1101.CO1,Implement programming for problem solving (c) concepts and techniques,Apply
co-02441,subj-0471,22CS1101.CO2,Interpret programming for problem solving (c) concepts and techniques,Understand
co-02442,subj-0471,22CS1101.CO3,Distinguish programming for problem solving (c) concepts and techniques,Analyze
co-02443,subj-0471,22CS1101.CO4,Implement programming for problem solving (c) concepts and techniques,Apply
co-02444,subj-0471,22CS1101.CO5,Examine programming for problem solving (c) concepts and techniques,Analyze
co-02445,subj-0471,22CS1101.CO6,State programming for problem solving (c) concepts and techniques,Remember
co-02446,subj-0472,22CS1102.CO1,Summarize programming for problem solving lab concepts and techniques,Understand
co-02447,subj-0472,22CS1102.CO2,Identify programming for problem solving lab concepts and techniques,Remember
co-02448,subj-0472,22CS1102.CO3,Explain programming for problem solving lab concepts and techniques,Understand
co-02449,subj-0472,22CS1102.CO4,Classify programming for problem solving lab concepts and techniques,Understand
co-02450,subj-0472,22CS1102.CO5,List programming for problem solving lab concepts and techniques,Remember
co-02451,subj-0473,22EN1101.CO1,Identify english - i concepts and techniques,Remember
co-02452,subj-0473,22EN1101.CO2,Solve english - i concepts and techniques,Apply
co-02453,subj-0473,22EN1101.CO3,Identify english - i concepts and techniques,Remember
co-02454,subj-0473,22EN1101.CO4,Apply english - i concepts and techniques,Apply
co-02455,subj-0473,22EN1101.CO5,Identify english - i concepts and techniques,Remember
co-02456,subj-0473,22EN1101.CO6,Summarize english - i concepts and techniques,Understand
co-02457,subj-0474,22ME1101.CO1,Distinguish engineering drawing concepts and techniques,Analyze
co-02458,subj-0474,22ME1101.CO2,Classify engineering drawing concepts and techniques,Understand
co-02459,subj-0474,22ME1101.CO3,Recall engineering drawing concepts and techniques,Remember
co-02460,subj-0474,22ME1101.CO4,Develop engineering drawing concepts and techniques,Create
co-02461,subj-0474,22ME1101.CO5,Distinguish engineering drawing concepts and techniques,Analyze
co-02462,subj-0475,22PH1102.CO1,Implement applied physics lab concepts and techniques,Apply
co-02463,subj-0475,22PH1102.CO2,Compare applied physics lab concepts and techniques,Analyze
co-02464,subj-0475,22PH1102.CO3,State applied physics lab concepts and techniques,Remember
co-02465,subj-0475,22PH1102.CO4,Solve applied physics lab concepts and techniques,Apply
co-02466,subj-0476,22MA1201.CO1,"Summarize probability, statistics & numerical methods concepts and techniques",Understand
co-02467,subj-0476,22MA1201.CO2,"Define probability, statistics & numerical methods concepts and techniques",Remember
co-02468,subj-0476,22MA1201.CO3,"Differentiate probability, statistics & numerical methods concepts and techniques",Analyze
co-02469,subj-0476,22MA1201.CO4,"Critique probability, statistics & numerical methods concepts and techniques",Evaluate
co-02470,subj-0476,22MA1201.CO5,"Explain probability, statistics & numerical methods concepts and techniques",Understand
co-02471,subj-0477,22CH1201.CO1,Apply engineering chemistry concepts and techniques,Apply
co-02472,subj-0477,22CH1201.CO2,Summarize engineering chemistry concepts and techniques,Understand
co-02473,subj-0477,22CH1201.CO3,Implement engineering chemistry concepts and techniques,Apply
co-02474,subj-0477,22CH1201.CO4,Explain engineering chemistry concepts and techniques,Understand
co-02475,subj-0477,22CH1201.CO5,State engineering chemistry concepts and techniques,Remember
co-02476,subj-0478,22EE1201.CO1,Construct basic electrical engineering concepts and techniques,Create
co-02477,subj-0478,22EE1201.CO2,Interpret basic electrical engineering concepts and techniques,Understand
co-02478,subj-0478,22EE1201.CO3,State basic electrical engineering concepts and techniques,Remember
co-02479,subj-0478,22EE1201.CO4,Solve basic electrical engineering concepts and techniques,Apply
co-02480,subj-0478,22EE1201.CO5,Apply basic electrical engineering concepts and techniques,Apply
co-02481,subj-0479,22EE1202.CO1,Classify basic electrical engineering lab concepts and techniques,Understand
co-02482,subj-0479,22EE1202.CO2,Interpret basic electrical engineering lab concepts and techniques,Understand
co-02483,subj-0479,22EE1202.CO3,Explain basic electrical engineering lab concepts and techniques,Understand
co-02484,subj-0479,22EE1202.CO4,Recall basic electrical engineering lab concepts and techniques,Remember
co-02485,subj-0480,22EN1201.CO1,Classify english - ii concepts and techniques,Understand
co-02486,subj-0480,22EN1201.CO2,Demonstrate english - ii concepts and techniques,Apply
co-02487,subj-0480,22EN1201.CO3,Implement english - ii concepts and techniques,Apply
co-02488,subj-0480,22EN1201.CO4,Explain english - ii concepts and techniques,Understand
co-02489,subj-0480,22EN1201.CO5,Distinguish english - ii concepts and techniques,Analyze
co-02490,subj-0481,22CS1201.CO1,Compare data structures concepts and techniques,Analyze
co-02491,subj-0481,22CS1201.CO2,Apply data structures concepts and techniques,Apply
co-02492,subj-0481,22CS1201.CO3,Interpret data structures concepts and techniques,Understand
co-02493,subj-0481,22CS1201.CO4,Summarize data structures concepts and techniques,Understand
co-02494,subj-0481,22CS1201.CO5,Evaluate data structures concepts and techniques,Evaluate
co-02495,subj-0482,22CS1202.CO1,Apply data structures lab concepts and techniques,Apply
co-02496,subj-0482,22CS1202.CO2,List data structures lab concepts and techniques,Remember
co-02497,subj-0482,22CS1202.CO3,Distinguish data structures lab concepts and techniques,Analyze
co-02498,subj-0482,22CS1202.CO4,Classify data structures lab concepts and techniques,Understand
co-02499,subj-0483,22CH1202.CO1,Differentiate engineering chemistry lab concepts and techniques,Analyze
co-02500,subj-0483,22CH1202.CO2,Justify engineering chemistry lab concepts and techniques,Evaluate
co-02501,subj-0483,22CH1202.CO3,Describe engineering chemistry lab concepts and techniques,Understand
co-02502,subj-0483,22CH1202.CO4,List engineering chemistry lab concepts and techniques,Remember
co-02503,subj-0483,22CH1202.CO5,Develop engineering chemistry lab concepts and techniques,Create
co-02504,subj-0484,22CY3101.CO1,Propose discrete mathematics concepts and techniques,Create
co-02505,subj-0484,22CY3101.CO2,Evaluate discrete mathematics concepts and techniques,Evaluate
co-02506,subj-0484,22CY3101.CO3,Demonstrate discrete mathematics concepts and techniques,Apply
co-02507,subj-0484,22CY3101.CO4,Differentiate discrete mathematics concepts and techniques,Analyze
co-02508,subj-0484,22CY3101.CO5,Demonstrate discrete mathematics concepts and techniques,Apply
co-02509,subj-0484,22CY3101.CO6,Analyze discrete mathematics concepts and techniques,Analyze
co-02510,subj-0485,22CY3102.CO1,Formulate object-oriented programming (java) concepts and techniques,Create
co-02511,subj-0485,22CY3102.CO2,Describe object-oriented programming (java) concepts and techniques,Understand
co-02512,subj-0485,22CY3102.CO3,Distinguish object-oriented programming (java) concepts and techniques,Analyze
co-02513,subj-0485,22CY3102.CO4,Analyze object-oriented programming (java) concepts and techniques,Analyze
co-02514,subj-0485,22CY3102.CO5,Define object-oriented programming (java) concepts and techniques,Remember
co-02515,subj-0486,22CY3103.CO1,Develop digital logic design concepts and techniques,Create
co-02516,subj-0486,22CY3103.CO2,Interpret digital logic design concepts and techniques,Understand
co-02517,subj-0486,22CY3103.CO3,Assess digital logic design concepts and techniques,Evaluate
co-02518,subj-0486,22CY3103.CO4,Implement digital logic design concepts and techniques,Apply
co-02519,subj-0486,22CY3103.CO5,Solve digital logic design concepts and techniques,Apply
co-02520,subj-0486,22CY3103.CO6,Critique digital logic design concepts and techniques,Evaluate
co-02521,subj-0487,22CY3104.CO1,Solve computer organization concepts and techniques,Apply
co-02522,subj-0487,22CY3104.CO2,Describe computer organization concepts and techniques,Understand
co-02523,subj-0487,22CY3104.CO3,Summarize computer organization concepts and techniques,Understand
co-02524,subj-0487,22CY3104.CO4,Solve computer organization concepts and techniques,Apply
co-02525,subj-0487,22CY3104.CO5,Describe computer organization concepts and techniques,Understand
co-02526,subj-0487,22CY3104.CO6,Differentiate computer organization concepts and techniques,Analyze
co-02527,subj-0488,22CY3105.CO1,Distinguish oop lab concepts and techniques,Analyze
co-02528,subj-0488,22CY3105.CO2,Evaluate oop lab concepts and techniques,Evaluate
co-02529,subj-0488,22CY3105.CO3,State oop lab concepts and techniques,Remember
co-02530,subj-0488,22CY3105.CO4,Define oop lab concepts and techniques,Remember
co-02531,subj-0488,22CY3105.CO5,Interpret oop lab concepts and techniques,Understand
co-02532,subj-0489,22CY3106.CO1,Demonstrate digital logic lab concepts and techniques,Apply
co-02533,subj-0489,22CY3106.CO2,Implement digital logic lab concepts and techniques,Apply
co-02534,subj-0489,22CY3106.CO3,Identify digital logic lab concepts and techniques,Remember
co-02535,subj-0489,22CY3106.CO4,Compare digital logic lab concepts and techniques,Analyze
co-02536,subj-0489,22CY3106.CO5,Compare digital logic lab concepts and techniques,Analyze
co-02537,subj-0490,22HS3101.CO1,Demonstrate managerial economics & financial analysis concepts and techniques,Apply
co-02538,subj-0490,22HS3101.CO2,Judge managerial economics & financial analysis concepts and techniques,Evaluate
co-02539,subj-0490,22HS3101.CO3,Implement managerial economics & financial analysis concepts and techniques,Apply
co-02540,subj-0490,22HS3101.CO4,Design managerial economics & financial analysis concepts and techniques,Create
co-02541,subj-0490,22HS3101.CO5,Distinguish managerial economics & financial analysis concepts and techniques,Analyze
co-02542,subj-0491,22CY4101.CO1,Implement operating systems concepts and techniques,Apply
co-02543,subj-0491,22CY4101.CO2,Analyze operating systems concepts and techniques,Analyze
co-02544,subj-0491,22CY4101.CO3,Design operating systems concepts and techniques,Create
co-02545,subj-0491,22CY4101.CO4,Distinguish operating systems concepts and techniques,Analyze
co-02546,subj-0491,22CY4101.CO5,Apply operating systems concepts and techniques,Apply
co-02547,subj-0492,22CY4102.CO1,Critique database management systems concepts and techniques,Evaluate
co-02548,subj-0492,22CY4102.CO2,Distinguish database management systems concepts and techniques,Analyze
co-02549,subj-0492,22CY4102.CO3,Propose database management systems concepts and techniques,Create
co-02550,subj-0492,22CY4102.CO4,Interpret database management systems concepts and techniques,Understand
co-02551,subj-0492,22CY4102.CO5,Assess database management systems concepts and techniques,Evaluate
co-02552,subj-0493,22CY4103.CO1,Apply design & analysis of algorithms concepts and techniques,Apply
co-02553,subj-0493,22CY4103.CO2,Analyze design & analysis of algorithms concepts and techniques,Analyze
co-02554,subj-0493,22CY4103.CO3,Demonstrate design & analysis of algorithms concepts and techniques,Apply
co-02555,subj-0493,22CY4103.CO4,Interpret design & analysis of algorithms concepts and techniques,Understand
co-02556,subj-0493,22CY4103.CO5,Compare design & analysis of algorithms concepts and techniques,Analyze
co-02557,subj-0494,22CY4104.CO1,Demonstrate software engineering concepts and techniques,Apply
co-02558,subj-0494,22CY4104.CO2,Demonstrate software engineering concepts and techniques,Apply
co-02559,subj-0494,22CY4104.CO3,Distinguish software engineering concepts and techniques,Analyze
co-02560,subj-0494,22CY4104.CO4,Identify software engineering concepts and techniques,Remember
co-02561,subj-0494,22CY4104.CO5,Justify software engineering concepts and techniques,Evaluate
co-02562,subj-0495,22CY4105.CO1,Use os & dbms lab concepts and techniques,Apply
co-02563,subj-0495,22CY4105.CO2,Assess os & dbms lab concepts and techniques,Evaluate
co-02564,subj-0495,22CY4105.CO3,Summarize os & dbms lab concepts and techniques,Understand
co-02565,subj-0495,22CY4105.CO4,Demonstrate os & dbms lab concepts and techniques,Apply
co-02566,subj-0496,22CY4106.CO1,Examine python programming lab concepts and techniques,Analyze
co-02567,subj-0496,22CY4106.CO2,Differentiate python programming lab concepts and techniques,Analyze
co-02568,subj-0496,22CY4106.CO3,Compare python programming lab concepts and techniques,Analyze
co-02569,subj-0496,22CY4106.CO4,Apply python programming lab concepts and techniques,Apply
co-02570,subj-0497,22HS4101.CO1,Differentiate environmental science concepts and techniques,Analyze
co-02571,subj-0497,22HS4101.CO2,Implement environmental science concepts and techniques,Apply
co-02572,subj-0497,22HS4101.CO3,Distinguish environmental science concepts and techniques,Analyze
co-02573,subj-0497,22HS4101.CO4,Develop environmental science concepts and techniques,Create
co-02574,subj-0497,22HS4101.CO5,Demonstrate environmental science concepts and techniques,Apply
co-02575,subj-0497,22HS4101.CO6,Solve environmental science concepts and techniques,Apply
co-02576,subj-0498,22CY5101.CO1,Examine computer networks concepts and techniques,Analyze
co-02577,subj-0498,22CY5101.CO2,Analyze computer networks concepts and techniques,Analyze
co-02578,subj-0498,22CY5101.CO3,Define computer networks concepts and techniques,Remember
co-02579,subj-0498,22CY5101.CO4,Compare computer networks concepts and techniques,Analyze
co-02580,subj-0498,22CY5101.CO5,Identify computer networks concepts and techniques,Remember
co-02581,subj-0499,22CY5102.CO1,Design compiler design concepts and techniques,Create
co-02582,subj-0499,22CY5102.CO2,Distinguish compiler design concepts and techniques,Analyze
co-02583,subj-0499,22CY5102.CO3,Justify compiler design concepts and techniques,Evaluate
co-02584,subj-0499,22CY5102.CO4,Solve compiler design concepts and techniques,Apply
co-02585,subj-0499,22CY5102.CO5,Examine compiler design concepts and techniques,Analyze
co-02586,subj-0499,22CY5102.CO6,Implement compiler design concepts and techniques,Apply
co-02587,subj-0500,22CY5103.CO1,Demonstrate formal languages & automata theory concepts and techniques,Apply
co-02588,subj-0500,22CY5103.CO2,Compare formal languages & automata theory concepts and techniques,Analyze
co-02589,subj-0500,22CY5103.CO3,Apply formal languages & automata theory concepts and techniques,Apply
co-02590,subj-0500,22CY5103.CO4,Critique formal languages & automata theory concepts and techniques,Evaluate
co-02591,subj-0500,22CY5103.CO5,Use formal languages & automata theory concepts and techniques,Apply
co-02592,subj-0501,22CY5104.CO1,Construct web technologies concepts and techniques,Create
co-02593,subj-0501,22CY5104.CO2,Evaluate web technologies concepts and techniques,Evaluate
co-02594,subj-0501,22CY5104.CO3,Evaluate web technologies concepts and techniques,Evaluate
co-02595,subj-0501,22CY5104.CO4,Analyze web technologies concepts and techniques,Analyze
co-02596,subj-0501,22CY5104.CO5,Examine web technologies concepts and techniques,Analyze
co-02597,subj-0501,22CY5104.CO6,Summarize web technologies concepts and techniques,Understand
co-02598,subj-0502,22CY5105.CO1,Implement computer networks lab concepts and techniques,Apply
co-02599,subj-0502,22CY5105.CO2,Evaluate computer networks lab concepts and techniques,Evaluate
co-02600,subj-0502,22CY5105.CO3,Solve computer networks lab concepts and techniques,Apply
co-02601,subj-0502,22CY5105.CO4,Formulate computer networks lab concepts and techniques,Create
co-02602,subj-0503,22CY5106.CO1,Construct professional elective - i concepts and techniques,Create
co-02603,subj-0503,22CY5106.CO2,Solve professional elective - i concepts and techniques,Apply
co-02604,subj-0503,22CY5106.CO3,Explain professional elective - i concepts and techniques,Understand
co-02605,subj-0503,22CY5106.CO4,Distinguish professional elective - i concepts and techniques,Analyze
co-02606,subj-0503,22CY5106.CO5,Apply professional elective - i concepts and techniques,Apply
co-02607,subj-0503,22CY5106.CO6,Distinguish professional elective - i concepts and techniques,Analyze
co-02608,subj-0504,22MC5101.CO1,Demonstrate constitution of india concepts and techniques,Apply
co-02609,subj-0504,22MC5101.CO2,Propose constitution of india concepts and techniques,Create
co-02610,subj-0504,22MC5101.CO3,Compare constitution of india concepts and techniques,Analyze
co-02611,subj-0504,22MC5101.CO4,Assess constitution of india concepts and techniques,Evaluate
co-02612,subj-0504,22MC5101.CO5,Judge constitution of india concepts and techniques,Evaluate
co-02613,subj-0504,22MC5101.CO6,Judge constitution of india concepts and techniques,Evaluate
co-02614,subj-0505,22CY6101.CO1,Compare artificial intelligence concepts and techniques,Analyze
co-02615,subj-0505,22CY6101.CO2,Differentiate artificial intelligence concepts and techniques,Analyze
co-02616,subj-0505,22CY6101.CO3,List artificial intelligence concepts and techniques,Remember
co-02617,subj-0505,22CY6101.CO4,Implement artificial intelligence concepts and techniques,Apply
co-02618,subj-0505,22CY6101.CO5,Solve artificial intelligence concepts and techniques,Apply
co-02619,subj-0505,22CY6101.CO6,Use artificial intelligence concepts and techniques,Apply
co-02620,subj-0506,22CY6102.CO1,Differentiate cryptography & network security concepts and techniques,Analyze
co-02621,subj-0506,22CY6102.CO2,Develop cryptography & network security concepts and techniques,Create
co-02622,subj-0506,22CY6102.CO3,Distinguish cryptography & network security concepts and techniques,Analyze
co-02623,subj-0506,22CY6102.CO4,Assess cryptography & network security concepts and techniques,Evaluate
co-02624,subj-0506,22CY6102.CO5,Compare cryptography & network security concepts and techniques,Analyze
co-02625,subj-0506,22CY6102.CO6,Analyze cryptography & network security concepts and techniques,Analyze
co-02626,subj-0507,22CY6103.CO1,Differentiate machine learning concepts and techniques,Analyze
co-02627,subj-0507,22CY6103.CO2,Explain machine learning concepts and techniques,Understand
co-02628,subj-0507,22CY6103.CO3,Examine machine learning concepts and techniques,Analyze
co-02629,subj-0507,22CY6103.CO4,Compare machine learning concepts and techniques,Analyze
co-02630,subj-0507,22CY6103.CO5,Construct machine learning concepts and techniques,Create
co-02631,subj-0507,22CY6103.CO6,Use machine learning concepts and techniques,Apply
co-02632,subj-0508,22CY6104.CO1,Interpret cloud computing concepts and techniques,Understand
co-02633,subj-0508,22CY6104.CO2,Demonstrate cloud computing concepts and techniques,Apply
co-02634,subj-0508,22CY6104.CO3,Use cloud computing concepts and techniques,Apply
co-02635,subj-0508,22CY6104.CO4,Use cloud computing concepts and techniques,Apply
co-02636,subj-0508,22CY6104.CO5,Examine cloud computing concepts and techniques,Analyze
co-02637,subj-0508,22CY6104.CO6,List cloud computing concepts and techniques,Remember
co-02638,subj-0509,22CY6105.CO1,Critique ai & ml lab concepts and techniques,Evaluate
