id,college_id,student_id,scholarship_type,amount,semester,academic_year,disbursement_date,status,payment_mode,reference_number
sch-004988,college-aits-001,STU-02642,EBC,20000.0,7,2025-2026,2025-09-16,disbursed,NEFT,SCH693659
sch-004989,college-aits-001,STU-02643,Merit,10000.0,1,2022-2023,2022-09-08,disbursed,Direct Benefit Transfer,SCH890011
sch-004990,college-aits-001,STU-02643,Merit,10000.0,2,2022-2023,2023-04-27,disbursed,Direct Benefit Transfer,SCH479293
sch-004991,college-aits-001,STU-02643,Merit,10000.0,3,2023-2024,2023-09-27,disbursed,RTGS,SCH526132
sch-004992,college-aits-001,STU-02643,Merit,10000.0,4,2023-2024,2024-03-25,disbursed,RTGS,SCH144993
sch-004993,college-aits-001,STU-02643,Merit,10000.0,5,2024-2025,2024-10-25,disbursed,RTGS,SCH129009
sch-004994,college-aits-001,STU-02643,Merit,10000.0,6,2024-2025,2025-03-22,disbursed,Direct Benefit Transfer,SCH491834
sch-004995,college-aits-001,STU-02643,Merit,10000.0,7,2025-2026,2025-10-15,disbursed,NEFT,SCH884972
sch-004996,college-aits-001,STU-02644,Merit,10000.0,1,2022-2023,2022-09-16,disbursed,Direct Benefit Transfer,SCH928865
sch-004997,college-aits-001,STU-02644,Merit,10000.0,2,2022-2023,2023-05-14,disbursed,Direct Benefit Transfer,SCH892125
sch-004998,college-aits-001,STU-02644,Merit,10000.0,3,2023-2024,2023-11-06,disbursed,NEFT,SCH728074
sch-004999,college-aits-001,STU-02644,Merit,10000.0,4,2023-2024,2024-05-10,disbursed,RTGS,SCH910653
sch-005000,college-aits-001,STU-02644,Merit,10000.0,5,2024-2025,2024-09-14,disbursed,Direct Benefit Transfer,SCH132415
sch-005001,college-aits-001,STU-02644,Merit,10000.0,6,2024-2025,2025-04-03,disbursed,Direct Benefit Transfer,SCH188963
sch-005002,college-aits-001,STU-02644,Merit,10000.0,7,2025-2026,,pending,Direct Benefit Transfer,
sch-005003,college-aits-001,STU-02646,SC/ST Post-Matric,45000.0,1,2022-2023,2022-09-12,disbursed,RTGS,SCH512370
sch-005004,college-aits-001,STU-02646,SC/ST Post-Matric,45000.0,2,2022-2023,2023-04-15,disbursed,Direct Benefit Transfer,SCH946003
sch-005005,college-aits-001,STU-02646,SC/ST Post-Matric,45000.0,3,2023-2024,2023-10-10,disbursed,Direct Benefit Transfer,SCH734698
sch-005006,college-aits-001,STU-02646,SC/ST Post-Matric,45000.0,4,2023-2024,2024-04-10,disbursed,RTGS,SCH636283
sch-005007,college-aits-001,STU-02646,SC/ST Post-Matric,45000.0,5,2024-2025,2024-10-13,disbursed,Direct Benefit Transfer,SCH718199
sch-005008,college-aits-001,STU-02646,SC/ST Post-Matric,45000.0,6,2024-2025,2025-05-18,disbursed,Direct Benefit Transfer,SCH734603
sch-005009,college-aits-001,STU-02646,SC/ST Post-Matric,45000.0,7,2025-2026,2025-11-22,disbursed,NEFT,SCH592126
sch-005010,college-aits-001,STU-02650,SC/ST Post-Matric,45000.0,1,2022-2023,2022-10-03,disbursed,Direct Benefit Transfer,SCH613462
sch-005011,college-aits-001,STU-02650,SC/ST Post-Matric,45000.0,2,2022-2023,2023-04-18,disbursed,Direct Benefit Transfer,SCH746307
sch-005012,college-aits-001,STU-02650,SC/ST Post-Matric,45000.0,3,2023-2024,2023-11-03,disbursed,RTGS,SCH759681
sch-005013,college-aits-001,STU-02650,SC/ST Post-Matric,45000.0,4,2023-2024,2024-04-09,disbursed,RTGS,SCH723309
sch-005014,college-aits-001,STU-02650,SC/ST Post-Matric,45000.0,5,2024-2025,2024-11-08,disbursed,RTGS,SCH439910
sch-005015,college-aits-001,STU-02650,SC/ST Post-Matric,45000.0,6,2024-2025,2025-03-19,disbursed,NEFT,SCH465442
sch-005016,college-aits-001,STU-02650,SC/ST Post-Matric,45000.0,7,2025-2026,2025-10-07,disbursed,Direct Benefit Transfer,SCH808942
sch-005017,college-aits-001,STU-02651,EBC,20000.0,1,2022-2023,2022-10-09,disbursed,RTGS,SCH726797
sch-005018,college-aits-001,STU-02651,EBC,20000.0,2,2022-2023,2023-04-22,disbursed,Direct Benefit Transfer,SCH297502
sch-005019,college-aits-001,STU-02651,EBC,20000.0,3,2023-2024,2023-11-26,disbursed,NEFT,SCH941214
sch-005020,college-aits-001,STU-02651,EBC,20000.0,4,2023-2024,2024-05-10,disbursed,NEFT,SCH820480
sch-005021,college-aits-001,STU-02651,EBC,20000.0,5,2024-2025,2024-11-12,disbursed,Direct Benefit Transfer,SCH669141
sch-005022,college-aits-001,STU-02651,EBC,20000.0,6,2024-2025,2025-05-11,disbursed,NEFT,SCH936795
sch-005023,college-aits-001,STU-02651,EBC,20000.0,7,2025-2026,2025-10-19,disbursed,NEFT,SCH859790
sch-005024,college-aits-001,STU-02655,SC/ST Post-Matric,45000.0,1,2022-2023,2022-11-10,disbursed,Direct Benefit Transfer,SCH359026
sch-005025,college-aits-001,STU-02655,SC/ST Post-Matric,45000.0,2,2022-2023,2023-03-20,disbursed,Direct Benefit Transfer,SCH970726
sch-005026,college-aits-001,STU-02655,SC/ST Post-Matric,45000.0,3,2023-2024,2023-10-06,disbursed,Direct Benefit Transfer,SCH948903
sch-005027,college-aits-001,STU-02655,SC/ST Post-Matric,45000.0,4,2023-2024,2024-04-12,disbursed,NEFT,SCH510654
sch-005028,college-aits-001,STU-02655,SC/ST Post-Matric,45000.0,5,2024-2025,2024-10-23,disbursed,RTGS,SCH695789
sch-005029,college-aits-001,STU-02655,SC/ST Post-Matric,45000.0,6,2024-2025,2025-04-18,disbursed,RTGS,SCH253448
sch-005030,college-aits-001,STU-02655,SC/ST Post-Matric,45000.0,7,2025-2026,,pending,NEFT,
sch-005031,college-aits-001,STU-02657,Merit,10000.0,1,2022-2023,2022-10-27,disbursed,Direct Benefit Transfer,SCH512175
sch-005032,college-aits-001,STU-02657,Merit,10000.0,2,2022-2023,2023-03-03,disbursed,NEFT,SCH951434
sch-005033,college-aits-001,STU-02657,Merit,10000.0,3,2023-2024,2023-10-16,disbursed,RTGS,SCH677392
sch-005034,college-aits-001,STU-02657,Merit,10000.0,4,2023-2024,2024-05-27,disbursed,RTGS,SCH635946
sch-005035,college-aits-001,STU-02657,Merit,10000.0,5,2024-2025,2024-11-14,disbursed,NEFT,SCH378607
sch-005036,college-aits-001,STU-02657,Merit,10000.0,6,2024-2025,2025-03-14,disbursed,Direct Benefit Transfer,SCH613340
sch-005037,college-aits-001,STU-02657,Merit,10000.0,7,2025-2026,2025-11-04,disbursed,RTGS,SCH428353
sch-005038,college-aits-001,STU-02661,SC/ST Post-Matric,45000.0,1,2022-2023,2022-09-05,disbursed,NEFT,SCH228887
sch-005039,college-aits-001,STU-02661,SC/ST Post-Matric,45000.0,2,2022-2023,2023-04-25,disbursed,NEFT,SCH143027
sch-005040,college-aits-001,STU-02661,SC/ST Post-Matric,45000.0,3,2023-2024,2023-09-09,disbursed,NEFT,SCH675134
sch-005041,college-aits-001,STU-02661,SC/ST Post-Matric,45000.0,4,2023-2024,2024-05-09,disbursed,NEFT,SCH921947
sch-005042,college-aits-001,STU-02661,SC/ST Post-Matric,45000.0,5,2024-2025,2024-09-24,disbursed,Direct Benefit Transfer,SCH543824
sch-005043,college-aits-001,STU-02661,SC/ST Post-Matric,45000.0,6,2024-2025,2025-03-02,disbursed,Direct Benefit Transfer,SCH694088
sch-005044,college-aits-001,STU-02661,SC/ST Post-Matric,45000.0,7,2025-2026,,pending,Direct Benefit Transfer,
sch-005045,college-aits-001,STU-02662,EBC,20000.0,1,2022-2023,2022-11-09,disbursed,RTGS,SCH550680
sch-005046,college-aits-001,STU-02662,EBC,20000.0,2,2022-2023,2023-03-08,disbursed,NEFT,SCH748347
sch-005047,college-aits-001,STU-02662,EBC,20000.0,3,2023-2024,2023-11-19,disbursed,RTGS,SCH679459
sch-005048,college-aits-001,STU-02662,EBC,20000.0,4,2023-2024,2024-04-27,disbursed,NEFT,SCH259072
sch-005049,college-aits-001,STU-02662,EBC,20000.0,5,2024-2025,2024-09-18,disbursed,Direct Benefit Transfer,SCH432102
sch-005050,college-aits-001,STU-02662,EBC,20000.0,6,2024-2025,2025-03-06,disbursed,RTGS,SCH313008
sch-005051,college-aits-001,STU-02662,EBC,20000.0,7,2025-2026,,pending,NEFT,
sch-005052,college-aits-001,STU-02665,Merit,10000.0,1,2022-2023,2022-09-19,disbursed,Direct Benefit Transfer,SCH743964
sch-005053,college-aits-001,STU-02665,Merit,10000.0,2,2022-2023,2023-04-26,disbursed,RTGS,SCH230614
sch-005054,college-aits-001,STU-02665,Merit,10000.0,3,2023-2024,2023-09-08,disbursed,RTGS,SCH331707
sch-005055,college-aits-001,STU-02665,Merit,10000.0,4,2023-2024,2024-03-15,disbursed,Direct Benefit Transfer,SCH273688
sch-005056,college-aits-001,STU-02665,Merit,10000.0,5,2024-2025,2024-09-08,disbursed,RTGS,SCH212603
sch-005057,college-aits-001,STU-02665,Merit,10000.0,6,2024-2025,2025-03-08,disbursed,Direct Benefit Transfer,SCH423479
sch-005058,college-aits-001,STU-02665,Merit,10000.0,7,2025-2026,2025-10-19,disbursed,RTGS,SCH567838
sch-005059,college-aits-001,STU-02666,SC/ST Post-Matric,45000.0,1,2022-2023,2022-09-08,disbursed,NEFT,SCH988439
sch-005060,college-aits-001,STU-02666,SC/ST Post-Matric,45000.0,2,2022-2023,2023-03-14,disbursed,Direct Benefit Transfer,SCH565707
sch-005061,college-aits-001,STU-02666,SC/ST Post-Matric,45000.0,3,2023-2024,2023-10-05,disbursed,Direct Benefit Transfer,SCH503151
sch-005062,college-aits-001,STU-02666,SC/ST Post-Matric,45000.0,4,2023-2024,2024-05-25,disbursed,RTGS,SCH124145
sch-005063,college-aits-001,STU-02666,SC/ST Post-Matric,45000.0,5,2024-2025,2024-11-25,disbursed,RTGS,SCH315093
sch-005064,college-aits-001,STU-02666,SC/ST Post-Matric,45000.0,6,2024-2025,2025-05-16,disbursed,RTGS,SCH927942
sch-005065,college-aits-001,STU-02666,SC/ST Post-Matric,45000.0,7,2025-2026,2025-11-11,disbursed,RTGS,SCH632214
sch-005066,college-aits-001,STU-02673,Merit,10000.0,1,2022-2023,2022-11-13,disbursed,RTGS,SCH736017
sch-005067,college-aits-001,STU-02673,Merit,10000.0,2,2022-2023,2023-03-12,disbursed,NEFT,SCH837627
sch-005068,college-aits-001,STU-02673,Merit,10000.0,3,2023-2024,2023-09-20,disbursed,Direct Benefit Transfer,SCH816469
sch-005069,college-aits-001,STU-02673,Merit,10000.0,4,2023-2024,2024-04-06,disbursed,RTGS,SCH317192
sch-005070,college-aits-001,STU-02673,Merit,10000.0,5,2024-2025,2024-09-11,disbursed,RTGS,SCH524780
sch-005071,college-aits-001,STU-02673,Merit,10000.0,6,2024-2025,2025-04-08,disbursed,Direct Benefit Transfer,SCH404798
sch-005072,college-aits-001,STU-02673,Merit,10000.0,7,2025-2026,2025-09-13,disbursed,RTGS,SCH125455
sch-005073,college-aits-001,STU-02674,SC/ST Post-Matric,45000.0,1,2022-2023,2022-11-19,disbursed,NEFT,SCH776831
sch-005074,college-aits-001,STU-02674,SC/ST Post-Matric,45000.0,2,2022-2023,2023-05-03,disbursed,RTGS,SCH847707
sch-005075,college-aits-001,STU-02674,SC/ST Post-Matric,45000.0,3,2023-2024,2023-09-13,disbursed,Direct Benefit Transfer,SCH461951
sch-005076,college-aits-001,STU-02674,SC/ST Post-Matric,45000.0,4,2023-2024,2024-04-13,disbursed,NEFT,SCH614806
sch-005077,college-aits-001,STU-02674,SC/ST Post-Matric,45000.0,5,2024-2025,2024-10-24,disbursed,RTGS,SCH544740
sch-005078,college-aits-001,STU-02674,SC/ST Post-Matric,45000.0,6,2024-2025,2025-03-14,disbursed,RTGS,SCH465145
sch-005079,college-aits-001,STU-02674,SC/ST Post-Matric,45000.0,7,2025-2026,2025-09-09,disbursed,RTGS,SCH601775
sch-005080,college-aits-001,STU-02678,SC/ST Post-Matric,45000.0,1,2022-2023,2022-09-06,disbursed,NEFT,SCH995113
sch-005081,college-aits-001,STU-02678,SC/ST Post-Matric,45000.0,2,2022-2023,2023-05-21,disbursed,Direct Benefit Transfer,SCH728207
sch-005082,college-aits-001,STU-02678,SC/ST Post-Matric,45000.0,3,2023-2024,2023-11-26,disbursed,NEFT,SCH986993
sch-005083,college-aits-001,STU-02678,SC/ST Post-Matric,45000.0,4,2023-2024,2024-03-13,disbursed,RTGS,SCH150309
sch-005084,college-aits-001,STU-02678,SC/ST Post-Matric,45000.0,5,2024-2025,2024-09-03,disbursed,Direct Benefit Transfer,SCH266465
sch-005085,college-aits-001,STU-02678,SC/ST Post-Matric,45000.0,6,2024-2025,2025-03-20,disbursed,Direct Benefit Transfer,SCH679678
sch-005086,college-aits-001,STU-02678,SC/ST Post-Matric,45000.0,7,2025-2026,,pending,RTGS,
sch-005087,college-aits-001,STU-02681,SC/ST Post-Matric,45000.0,1,2022-2023,2022-10-05,disbursed,RTGS,SCH248514
sch-005088,college-aits-001,STU-02681,SC/ST Post-Matric,45000.0,2,2022-2023,2023-04-09,disbursed,NEFT,SCH340216
sch-005089,college-aits-001,STU-02681,SC/ST Post-Matric,45000.0,3,2023-2024,2023-10-10,disbursed,NEFT,SCH645792
sch-005090,college-aits-001,STU-02681,SC/ST Post-Matric,45000.0,4,2023-2024,2024-03-08,disbursed,NEFT,SCH751107
sch-005091,college-aits-001,STU-02681,SC/ST Post-Matric,45000.0,5,2024-2025,2024-09-19,disbursed,Direct Benefit Transfer,SCH921140
sch-005092,college-aits-001,STU-02681,SC/ST Post-Matric,45000.0,6,2024-2025,2025-05-06,disbursed,RTGS,SCH674555
sch-005093,college-aits-001,STU-02681,SC/ST Post-Matric,45000.0,7,2025-2026,2025-10-14,disbursed,NEFT,SCH118016
sch-005094,college-aits-001,STU-02684,SC/ST Post-Matric,45000.0,1,2022-2023,2022-09-20,disbursed,Direct Benefit Transfer,SCH180790
sch-005095,college-aits-001,STU-02684,SC/ST Post-Matric,45000.0,2,2022-2023,2023-03-25,disbursed,NEFT,SCH382113
sch-005096,college-aits-001,STU-02684,SC/ST Post-Matric,45000.0,3,2023-2024,2023-09-18,disbursed,NEFT,SCH916902
sch-005097,college-aits-001,STU-02684,SC/ST Post-Matric,45000.0,4,2023-2024,2024-04-18,disbursed,RTGS,SCH858339
sch-005098,college-aits-001,STU-02684,SC/ST Post-Matric,45000.0,5,2024-2025,2024-09-05,disbursed,Direct Benefit Transfer,SCH295881
sch-005099,college-aits-001,STU-02684,SC/ST Post-Matric,45000.0,6,2024-2025,2025-03-26,disbursed,NEFT,SCH441288
sch-005100,college-aits-001,STU-02684,SC/ST Post-Matric,45000.0,7,2025-2026,,pending,NEFT,
sch-005101,college-aits-001,STU-02686,Merit,10000.0,1,2022-2023,2022-11-17,disbursed,NEFT,SCH512935
sch-005102,college-aits-001,STU-02686,Merit,10000.0,2,2022-2023,2023-03-06,disbursed,NEFT,SCH591852
sch-005103,college-aits-001,STU-02686,Merit,10000.0,3,2023-2024,2023-09-28,disbursed,NEFT,SCH353677
sch-005104,college-aits-001,STU-02686,Merit,10000.0,4,2023-2024,2024-05-27,disbursed,RTGS,SCH701740
sch-005105,college-aits-001,STU-02686,Merit,10000.0,5,2024-2025,2024-10-15,disbursed,NEFT,SCH577043
sch-005106,college-aits-001,STU-02686,Merit,10000.0,6,2024-2025,2025-03-23,disbursed,NEFT,SCH848085
sch-005107,college-aits-001,STU-02686,Merit,10000.0,7,2025-2026,2025-09-06,disbursed,NEFT,SCH170332
sch-005108,college-aits-001,STU-02688,Merit,10000.0,1,2022-2023,2022-10-05,disbursed,NEFT,SCH401153
sch-005109,college-aits-001,STU-02688,Merit,10000.0,2,2022-2023,2023-04-17,disbursed,RTGS,SCH810436
sch-005110,college-aits-001,STU-02688,Merit,10000.0,3,2023-2024,2023-10-18,disbursed,Direct Benefit Transfer,SCH861512
sch-005111,college-aits-001,STU-02688,Merit,10000.0,4,2023-2024,2024-04-17,disbursed,RTGS,SCH778799
sch-005112,college-aits-001,STU-02688,Merit,10000.0,5,2024-2025,2024-11-12,disbursed,Direct Benefit Transfer,SCH705523
sch-005113,college-aits-001,STU-02688,Merit,10000.0,6,2024-2025,2025-05-27,disbursed,Direct Benefit Transfer,SCH524881
sch-005114,college-aits-001,STU-02688,Merit,10000.0,7,2025-2026,2025-10-17,disbursed,NEFT,SCH627593
sch-005115,college-aits-001,STU-02690,Merit,10000.0,1,2022-2023,2022-10-05,disbursed,NEFT,SCH316943
sch-005116,college-aits-001,STU-02690,Merit,10000.0,2,2022-2023,2023-03-20,disbursed,RTGS,SCH982844
sch-005117,college-aits-001,STU-02690,Merit,10000.0,3,2023-2024,2023-10-04,disbursed,Direct Benefit Transfer,SCH532446
sch-005118,college-aits-001,STU-02690,Merit,10000.0,4,2023-2024,2024-04-13,disbursed,RTGS,SCH491772
sch-005119,college-aits-001,STU-02690,Merit,10000.0,5,2024-2025,2024-09-11,disbursed,RTGS,SCH308355
sch-005120,college-aits-001,STU-02690,Merit,10000.0,6,2024-2025,2025-03-07,disbursed,RTGS,SCH912721
sch-005121,college-aits-001,STU-02690,Merit,10000.0,7,2025-2026,,pending,Direct Benefit Transfer,
sch-005122,college-aits-001,STU-02691,Merit,10000.0,1,2022-2023,2022-11-05,disbursed,Direct Benefit Transfer,SCH932318
sch-005123,college-aits-001,STU-02691,Merit,10000.0,2,2022-2023,2023-04-13,disbursed,NEFT,SCH249228
sch-005124,college-aits-001,STU-02691,Merit,10000.0,3,2023-2024,2023-09-08,disbursed,RTGS,SCH365205
sch-005125,college-aits-001,STU-02691,Merit,10000.0,4,2023-2024,2024-04-13,disbursed,RTGS,SCH847519
sch-005126,college-aits-001,STU-02691,Merit,10000.0,5,2024-2025,2024-10-12,disbursed,NEFT,SCH585804
sch-005127,college-aits-001,STU-02691,Merit,10000.0,6,2024-2025,2025-03-14,disbursed,NEFT,SCH357284
sch-005128,college-aits-001,STU-02691,Merit,10000.0,7,2025-2026,2025-09-21,disbursed,RTGS,SCH492204
sch-005129,college-aits-001,STU-02698,SC/ST Post-Matric,45000.0,1,2022-2023,2022-09-12,disbursed,RTGS,SCH505334
sch-005130,college-aits-001,STU-02698,SC/ST Post-Matric,45000.0,2,2022-2023,2023-05-28,disbursed,RTGS,SCH181918
sch-005131,college-aits-001,STU-02698,SC/ST Post-Matric,45000.0,3,2023-2024,2023-11-10,disbursed,RTGS,SCH960979
sch-005132,college-aits-001,STU-02698,SC/ST Post-Matric,45000.0,4,2023-2024,2024-05-18,disbursed,RTGS,SCH142492
sch-005133,college-aits-001,STU-02698,SC/ST Post-Matric,45000.0,5,2024-2025,2024-10-03,disbursed,RTGS,SCH447553
sch-005134,college-aits-001,STU-02698,SC/ST Post-Matric,45000.0,6,2024-2025,2025-03-10,disbursed,Direct Benefit Transfer,SCH274006
sch-005135,college-aits-001,STU-02698,SC/ST Post-Matric,45000.0,7,2025-2026,,pending,Direct Benefit Transfer,
sch-005136,college-aits-001,STU-02699,EBC,20000.0,1,2022-2023,2022-11-09,disbursed,NEFT,SCH125882
sch-005137,college-aits-001,STU-02699,EBC,20000.0,2,2022-2023,2023-05-07,disbursed,Direct Benefit Transfer,SCH646403
sch-005138,college-aits-001,STU-02699,EBC,20000.0,3,2023-2024,2023-10-01,disbursed,RTGS,SCH523008
sch-005139,college-aits-001,STU-02699,EBC,20000.0,4,2023-2024,2024-04-26,disbursed,Direct Benefit Transfer,SCH582650
sch-005140,college-aits-001,STU-02699,EBC,20000.0,5,2024-2025,2024-10-20,disbursed,RTGS,SCH398767
sch-005141,college-aits-001,STU-02699,EBC,20000.0,6,2024-2025,2025-04-02,disbursed,Direct Benefit Transfer,SCH714068
sch-005142,college-aits-001,STU-02699,EBC,20000.0,7,2025-2026,2025-09-15,disbursed,RTGS,SCH900734
sch-005143,college-aits-001,STU-02701,EBC,20000.0,1,2022-2023,2022-11-02,disbursed,Direct Benefit Transfer,SCH917163
sch-005144,college-aits-001,STU-02701,EBC,20000.0,2,2022-2023,2023-05-24,disbursed,Direct Benefit Transfer,SCH693861
sch-005145,college-aits-001,STU-02701,EBC,20000.0,3,2023-2024,2023-11-03,disbursed,NEFT,SCH964774
sch-005146,college-aits-001,STU-02701,EBC,20000.0,4,2023-2024,2024-04-11,disbursed,Direct Benefit Transfer,SCH848967
sch-005147,college-aits-001,STU-02701,EBC,20000.0,5,2024-2025,2024-10-24,disbursed,Direct Benefit Transfer,SCH766060
sch-005148,college-aits-001,STU-02701,EBC,20000.0,6,2024-2025,2025-04-05,disbursed,NEFT,SCH899128
sch-005149,college-aits-001,STU-02701,EBC,20000.0,7,2025-2026,2025-09-03,disbursed,RTGS,SCH513557
sch-005150,college-aits-001,STU-02702,SC/ST Post-Matric,45000.0,1,2022-2023,2022-09-02,disbursed,NEFT,SCH417624
sch-005151,college-aits-001,STU-02702,SC/ST Post-Matric,45000.0,2,2022-2023,2023-03-05,disbursed,NEFT,SCH538698
sch-005152,college-aits-001,STU-02702,SC/ST Post-Matric,45000.0,3,2023-2024,2023-11-07,disbursed,RTGS,SCH938306
sch-005153,college-aits-001,STU-02702,SC/ST Post-Matric,45000.0,4,2023-2024,2024-03-14,disbursed,Direct Benefit Transfer,SCH695787
sch-005154,college-aits-001,STU-02702,SC/ST Post-Matric,45000.0,5,2024-2025,2024-10-07,disbursed,NEFT,SCH169445
sch-005155,college-aits-001,STU-02702,SC/ST Post-Matric,45000.0,6,2024-2025,2025-03-28,disbursed,NEFT,SCH378404
sch-005156,college-aits-001,STU-02702,SC/ST Post-Matric,45000.0,7,2025-2026,2025-11-16,disbursed,NEFT,SCH591055
sch-005157,college-aits-001,STU-02703,SC/ST Post-Matric,45000.0,1,2022-2023,2022-09-22,disbursed,RTGS,SCH219786
sch-005158,college-aits-001,STU-02703,SC/ST Post-Matric,45000.0,2,2022-2023,2023-03-22,disbursed,RTGS,SCH951118
sch-005159,college-aits-001,STU-02703,SC/ST Post-Matric,45000.0,3,2023-2024,2023-10-20,disbursed,Direct Benefit Transfer,SCH490192
sch-005160,college-aits-001,STU-02703,SC/ST Post-Matric,45000.0,4,2023-2024,2024-04-09,disbursed,Direct Benefit Transfer,SCH685701
sch-005161,college-aits-001,STU-02703,SC/ST Post-Matric,45000.0,5,2024-2025,2024-11-27,disbursed,Direct Benefit Transfer,SCH446659
sch-005162,college-aits-001,STU-02703,SC/ST Post-Matric,45000.0,6,2024-2025,2025-05-22,disbursed,RTGS,SCH652294
sch-005163,college-aits-001,STU-02703,SC/ST Post-Matric,45000.0,7,2025-2026,2025-09-22,disbursed,Direct Benefit Transfer,SCH718428
sch-005164,college-aits-001,STU-02707,EBC,20000.0,1,2022-2023,2022-11-22,disbursed,RTGS,SCH945350
sch-005165,college-aits-001,STU-02707,EBC,20000.0,2,2022-2023,2023-05-25,disbursed,NEFT,SCH337186
sch-005166,college-aits-001,STU-02707,EBC,20000.0,3,2023-2024,2023-09-14,disbursed,RTGS,SCH385410
sch-005167,college-aits-001,STU-02707,EBC,20000.0,4,2023-2024,2024-04-17,disbursed,RTGS,SCH623107
sch-005168,college-aits-001,STU-02707,EBC,20000.0,5,2024-2025,2024-11-13,disbursed,NEFT,SCH720434
sch-005169,college-aits-001,STU-02707,EBC,20000.0,6,2024-2025,2025-04-26,disbursed,RTGS,SCH211669
sch-005170,college-aits-001,STU-02707,EBC,20000.0,7,2025-2026,,pending,NEFT,
sch-005171,college-aits-001,STU-02708,Merit,10000.0,1,2022-2023,2022-09-15,disbursed,NEFT,SCH203386
sch-005172,college-aits-001,STU-02708,Merit,10000.0,2,2022-2023,2023-05-18,disbursed,Direct Benefit Transfer,SCH480625
sch-005173,college-aits-001,STU-02708,Merit,10000.0,3,2023-2024,2023-10-24,disbursed,RTGS,SCH539659
sch-005174,college-aits-001,STU-02708,Merit,10000.0,4,2023-2024,2024-05-11,disbursed,RTGS,SCH185070
sch-005175,college-aits-001,STU-02708,Merit,10000.0,5,2024-2025,2024-09-06,disbursed,Direct Benefit Transfer,SCH604547
sch-005176,college-aits-001,STU-02708,Merit,10000.0,6,2024-2025,2025-05-03,disbursed,RTGS,SCH159667
sch-005177,college-aits-001,STU-02708,Merit,10000.0,7,2025-2026,2025-10-13,disbursed,NEFT,SCH534344
sch-005178,college-aits-001,STU-02709,SC/ST Post-Matric,45000.0,1,2022-2023,2022-10-01,disbursed,RTGS,SCH488371
sch-005179,college-aits-001,STU-02709,SC/ST Post-Matric,45000.0,2,2022-2023,2023-03-10,disbursed,NEFT,SCH610153
sch-005180,college-aits-001,STU-02709,SC/ST Post-Matric,45000.0,3,2023-2024,2023-10-13,disbursed,Direct Benefit Transfer,SCH324425
sch-005181,college-aits-001,STU-02709,SC/ST Post-Matric,45000.0,4,2023-2024,2024-04-14,disbursed,NEFT,SCH400383
sch-005182,college-aits-001,STU-02709,SC/ST Post-Matric,45000.0,5,2024-2025,2024-09-20,disbursed,NEFT,SCH452438
sch-005183,college-aits-001,STU-02709,SC/ST Post-Matric,45000.0,6,2024-2025,2025-03-20,disbursed,RTGS,SCH722273
sch-005184,college-aits-001,STU-02709,SC/ST Post-Matric,45000.0,7,2025-2026,,pending,NEFT,
sch-005185,college-aits-001,STU-02711,SC/ST Post-Matric,45000.0,1,2022-2023,2022-09-26,disbursed,Direct Benefit Transfer,SCH108902
sch-005186,college-aits-001,STU-02711,SC/ST Post-Matric,45000.0,2,2022-2023,2023-03-18,disbursed,RTGS,SCH616579
sch-005187,college-aits-001,STU-02711,SC/ST Post-Matric,45000.0,3,2023-2024,2023-09-26,disbursed,Direct Benefit Transfer,SCH779445
sch-005188,college-aits-001,STU-02711,SC/ST Post-Matric,45000.0,4,2023-2024,2024-03-02,disbursed,NEFT,SCH594097
sch-005189,college-aits-001,STU-02711,SC/ST Post-Matric,45000.0,5,2024-2025,2024-09-02,disbursed,NEFT,SCH405579
sch-005190,college-aits-001,STU-02711,SC/ST Post-Matric,45000.0,6,2024-2025,2025-04-22,disbursed,Direct Benefit Transfer,SCH966917
sch-005191,college-aits-001,STU-02711,SC/ST Post-Matric,45000.0,7,2025-2026,2025-11-12,disbursed,NEFT,SCH142393
sch-005192,college-aits-001,STU-02715,SC/ST Post-Matric,45000.0,1,2022-2023,2022-09-10,disbursed,RTGS,SCH204827
sch-005193,college-aits-001,STU-02715,SC/ST Post-Matric,45000.0,2,2022-2023,2023-03-19,disbursed,NEFT,SCH141433
sch-005194,college-aits-001,STU-02715,SC/ST Post-Matric,45000.0,3,2023-2024,2023-11-01,disbursed,NEFT,SCH927895
sch-005195,college-aits-001,STU-02715,SC/ST Post-Matric,45000.0,4,2023-2024,2024-03-13,disbursed,RTGS,SCH212762
sch-005196,college-aits-001,STU-02715,SC/ST Post-Matric,45000.0,5,2024-2025,2024-10-19,disbursed,RTGS,SCH745330
sch-005197,college-aits-001,STU-02715,SC/ST Post-Matric,45000.0,6,2024-2025,2025-05-03,disbursed,Direct Benefit Transfer,SCH398262
sch-005198,college-aits-001,STU-02715,SC/ST Post-Matric,45000.0,7,2025-2026,2025-09-03,disbursed,RTGS,SCH265039
sch-005199,college-aits-001,STU-02716,EBC,20000.0,1,2022-2023,2022-11-25,disbursed,Direct Benefit Transfer,SCH639902
sch-005200,college-aits-001,STU-02716,EBC,20000.0,2,2022-2023,2023-03-16,disbursed,Direct Benefit Transfer,SCH334662
sch-005201,college-aits-001,STU-02716,EBC,20000.0,3,2023-2024,2023-11-10,disbursed,NEFT,SCH512502
sch-005202,college-aits-001,STU-02716,EBC,20000.0,4,2023-2024,2024-04-22,disbursed,NEFT,SCH828664
sch-005203,college-aits-001,STU-02716,EBC,20000.0,5,2024-2025,2024-10-26,disbursed,RTGS,SCH476178
